4006	obj_t_weapon																					4006	4006	size_medium			mat_metal			2				10005																OIF_NO_LOOTOIF_NO_NPC_PICKUPOIF_NO_DISPLAY	2	1000	2								OIF_WEAR_WEAPON_PRIMARY OIF_WEAR_WEAPON_SECONDARY								D20DT_PIERCING	1d8		short_sword	19																																																																																																																																																																																																																																																																				
4651	obj_t_weapon					90																4651	4651	size_medium			mat_metal			1				10155																OIF_NO_NPC_PICKUP	6	31200	388								OIF_WEAR_WEAPON_PRIMARY OIF_WEAR_WEAPON_SECONDARY			5	throwing_axe			2	D20DT_SLASHING	2d4		handaxe	19																																																																																															Weapon Masterwork																																																																																																																									281 0 0 0 0																																												
4703	obj_t_weapon					35																4703	4703	size_small			mat_flesh			12				10093																OIF_NO_NPC_PICKUP OIF_DRAW_WHEN_PARENTED	2	1000	5								OIF_WEAR_WEAPON_PRIMARY OIF_WEAR_WEAPON_SECONDARY	1300						2	D20DT_SUBDUAL	2d3		gauntlet	19																																																																																																																																																																																																																																																																				
4704	obj_t_weapon					15																4704	4704	size_small			mat_flesh			12				10070																OIF_NO_NPC_PICKUP OIF_DRAW_WHEN_PARENTED	2	30500	183								OIF_WEAR_WEAPON_PRIMARY OIF_WEAR_WEAPON_SECONDARY	18500						2	D20DT_BLUDGEONING_AND_PIERCING	1d4		spiked_gauntlet	19																																																																																															Weapon Masterwork	0	0																																																																																																																																																																			
4705	obj_t_weapon					15																4705	4705	size_small			mat_flesh			12				10070																OIF_NO_NPC_PICKUP OIF_DRAW_WHEN_PARENTED	2	500	183								OIF_WEAR_WEAPON_PRIMARY OIF_WEAR_WEAPON_SECONDARY	18500						2	D20DT_BLUDGEONING_AND_PIERCING	1d4		spiked_gauntlet	19																																																																																																																																																																																																																																																																				
6031	obj_t_armor																					6031	6031	size_small			mat_glass			8				12039																OIF_NO_NPC_PICKUP	0	5000	24								OIF_WEAR_HELMET																		100			ARMOR_TYPE_LIGHT	HELM_TYPE_SMALL																																																																																					Armor Bonus	0	0	Special Equipment Skill Bonus	skill_appraise	2																																																																																																																																																																
6050	obj_t_armor																					6050	6050	size_medium			mat_metal			13				12076																OIF_IS_MAGICAL OIF_DRAW_WHEN_PARENTED OIF_NO_NPC_PICKUP	15	117000	132		20143						OIF_WEAR_WEAPON_SECONDARY OIF_WEAR_ARMOR							2	D20DT_BLUDGEONING	1d4		shield	20						100	15	-2	ARMOR_TYPE_SHIELD																																																																																						Shield Bonus	2	0	Shield Enhancement Bonus	1	0																																																																																																																																																																
6051	obj_t_armor																					6051	6051	size_medium			mat_metal			13				12005																OIF_IS_MAGICAL OIF_DRAW_WHEN_PARENTED OIF_NO_NPC_PICKUP	15	417000	375		20143						OIF_WEAR_WEAPON_SECONDARY OIF_WEAR_ARMOR							2	D20DT_BLUDGEONING	1d4		shield	20						100	15	-2	ARMOR_TYPE_SHIELD																																																																																						Shield Bonus	2	0	Shield Enhancement Bonus	2	0																																																																																																																																																																
6052	obj_t_armor																					6052	6052	size_medium			mat_metal			13				12003																OIF_IS_MAGICAL OIF_DRAW_WHEN_PARENTED OIF_NO_NPC_PICKUP	15	917000	376		20143						OIF_WEAR_WEAPON_SECONDARY OIF_WEAR_ARMOR							2	D20DT_BLUDGEONING	1d4		shield	20						100	15	-2	ARMOR_TYPE_SHIELD																																																																																						Shield Bonus	2	0	Shield Enhancement Bonus	3	0																																																																																																																																																																
6053	obj_t_armor																					6053	6053	size_medium			mat_metal			13				12074																OIF_IS_MAGICAL OIF_DRAW_WHEN_PARENTED OIF_NO_NPC_PICKUP	10	1615700	130		20143						OIF_WEAR_WEAPON_SECONDARY OIF_WEAR_ARMOR							2	D20DT_BLUDGEONING	1d4		shield	20						100	15	-2	ARMOR_TYPE_SHIELD																																																																																						Shield Bonus	2	0	Shield Enhancement Bonus	4	0																																																																																																																																																																
6054	obj_t_armor																					6054	6054	size_medium			mat_metal			13				12073																OIF_IS_MAGICAL OIF_DRAW_WHEN_PARENTED OIF_NO_NPC_PICKUP	15	2517000	129		20143						OIF_WEAR_WEAPON_SECONDARY OIF_WEAR_ARMOR							2	D20DT_BLUDGEONING	1d4		shield	20						100	15	-2	ARMOR_TYPE_SHIELD																																																																																						Shield Bonus	2	0	Shield Enhancement Bonus	5	0																																																																																																																																																																
6060	obj_t_armor																					6060	6060	size_medium			mat_metal			13				12067																OIF_DRAW_WHEN_PARENTEDOIF_NO_NPC_PICKUP	15	2000	123								OIF_WEAR_WEAPON_SECONDARYOIF_WEAR_ARMOR							2	D20DT_BLUDGEONING	1d4		shield	20						100	15	-2	ARMOR_TYPE_SHIELD																																																																																						Shield Bonus	2	0																																																																																																																																																																			
6061	obj_t_armor																					6061	6061	size_medium			mat_metal			13				12068																OIF_DRAW_WHEN_PARENTEDOIF_NO_NPC_PICKUP	15	2000	124								OIF_WEAR_WEAPON_SECONDARYOIF_WEAR_ARMOR							2	D20DT_BLUDGEONING	1d4		shield	20						100	15	0	ARMOR_TYPE_SHIELD																																																																																						Shield Bonus	2	0																																																																																																																																																																			
6062	obj_t_armor																					6062	6062	size_medium			mat_metal			13				12069																OIF_DRAW_WHEN_PARENTEDOIF_NO_NPC_PICKUP	15	2000	125								OIF_WEAR_WEAPON_SECONDARYOIF_WEAR_ARMOR							2	D20DT_BLUDGEONING	1d4		shield	20						100	15	-2	ARMOR_TYPE_SHIELD																																																																																						Shield Bonus	2	0																																																																																																																																																																			
6063	obj_t_armor																					6063	6063	size_medium			mat_metal			13				12070																OIF_DRAW_WHEN_PARENTEDOIF_NO_NPC_PICKUP	15	17000	126								OIF_WEAR_WEAPON_SECONDARYOIF_WEAR_ARMOR							2	D20DT_BLUDGEONING	1d4		shield	20						100	15	-2	ARMOR_TYPE_SHIELD																																																																																						Shield Bonus	2	0	Armor Masterwork																																																																																																																																																																		
