0	269047904	0	0	0	0	270935344	0	0	0	269033344	0	1179652	
1	269052080	0	0	0	0	270935344	0	0	0	269033344	0	133128	
2	269047264	269010160	0	0	269011216	269012528	269012752	0	0	269029616	269043808	166184	
3	269008800	0	0	0	0	269010720	0	0	0	269010592	0	657408	
4	269008800	269010160	269020768	0	0	269022080	269020048	269058784	0	269029616	269043808	133256	
5	269008800	0	270935344	0	0	269043888	269043888	0	0	269026224	0	1704064	
6	269047936	269013536	269013328	0	0	269013232	0	0	0	269013408	269013136	1441799	
7	269047936	269012832	269012928	0	0	269013008	0	0	0	269009200	269013136	1441799	
8	269047936	269013568	269013664	0	0	269013680	0	0	0	269009440	269013136	393223	
9	269047936	269013808	269013904	0	0	269013232	0	0	0	269009632	269013136	393223	
10	269047968	0	269040816	269014048	0	269042512	269016736	269018384	270935344	269008848	269033504	524432	
11	269046864	0	0	0	269012464	269026032	269026112	0	0	269009360	269033376	131080	
12	269008800	0	0	0	269012464	269012528	269012752	0	0	269033344	0	131080	
13	269008800	0	0	0	269011216	269025968	269012752	0	0	269033344	0	131080	
14	269026528	270935344	269010112	0	0	270935344	0	0	0	269026384	0	133120	
15	269051744	269010160	0	0	269010880	269026832	269027120	0	0	269029616	0	34824	
16	269008800	0	0	0	0	269027232	0	0	0	269009360	0	131072	
17	269048240	0	0	269010112	269012464	269027264	269027504	0	0	269009632	0	968969	
18	269008800	0	269027584	0	0	269027632	0	0	0	269033344	0	1179648	
19	269008800	0	269027712	0	0	269027760	0	0	0	269009280	0	1048704	
20	269008800	0	269014032	0	0	269027856	269028192	0	0	269009360	0	2048	
21	269046864	0	269014032	0	269012464	269026832	269028192	0	0	269009360	0	51208	
22	269046864	0	269014032	0	269012464	269027856	269028192	0	0	269009360	0	33280	
23	269008800	0	269014032	0	0	269027856	269028192	0	0	269033344	0	1179648	
24	269008800	0	269014032	0	0	269027856	269028192	0	0	269009360	0	1049728	
25	269046864	0	0	269028016	269012464	269064624	0	0	0	269009280	0	1081344	
26	269046864	0	0	269028208	269012464	269028304	269028480	0	0	269009552	269020656	51336	
27	269047968	0	269014032	0	0	269043952	269016736	269018384	270935344	269008848	269033392	16	
28	269008800	0	269014032	0	0	269028176	0	0	0	269033344	0	0	
29	269056928	0	269014032	0	0	269028176	0	0	0	269033344	0	16424	
30	269056928	0	269014032	0	0	269028176	0	0	0	269033344	0	33280	
31	269046864	0	269014032	0	0	0	0	0	0	269033344	269033504	0	
32	269008800	0	0	0	0	269027856	269028192	0	0	269033344	0	1048576	
33	269008800	0	0	0	0	269028672	0	0	0	269033344	0	0	
34	269008800	0	0	0	0	269028704	0	0	0	269009360	0	0	
35	269046864	269010160	269029808	0	269011216	269029920	269048576	0	0	269029616	269020656	166152	
36	269046864	0	269014032	0	269012464	269028176	269028192	0	0	269009360	0	32776	
37	269008800	0	0	0	269029008	269029056	0	0	0	269009552	0	0	
38	269008800	0	269014032	0	0	0	0	0	0	269033344	0	0	
39	269008800	0	0	0	0	269029088	0	0	0	269009552	0	0	
40	269008800	0	0	0	0	269028176	0	0	0	269009552	0	0	
41	269008800	0	0	0	0	269028176	0	0	0	269009360	0	0	
42	269008800	0	0	0	269043568	269018720	270935344	0	0	269009360	0	6144	
43	269008800	0	0	0	0	269028176	0	0	0	269033344	269032800	1187842	
44	269008800	0	269014032	0	0	269028176	269028192	0	0	269009360	0	0	
45	269008800	0	269014032	0	0	269028176	0	0	0	269033344	0	0	
46	269008800	0	0	0	0	269029120	0	0	0	269033344	0	1048576	
47	269047968	0	0	0	0	269043952	269016736	269018384	270935344	269008848	0	16	
48	269046864	0	0	0	269012464	269029152	0	0	0	269009360	0	98304	
49	269008800	0	0	0	0	269029200	0	0	0	269009552	0	0	
50	269008800	0	0	0	269029392	269029440	0	0	0	269033344	0	1048576	
51	269046864	0	269032928	0	0	269032944	0	0	0	269009552	269032976	8	
52	269046864	0	0	0	269012464	269029520	0	0	0	269009360	0	98304	
53	269046864	0	0	0	269012464	269029568	0	0	0	269009360	0	32776	
54	269046864	0	0	0	269030016	269030112	269030352	0	0	269009360	269033536	98304	
55	269043648	269010160	0	0	269020768	269022080	269020048	269058784	0	269029616	269022304	2216	
56	269043776	269010160	0	0	269022864	269024080	269025280	269024224	0	269029616	269022304	2216	
57	269046864	0	0	0	269012464	269032992	269033168	0	0	269033072	269020656	34824	
58	269008800	0	0	0	0	269032000	0	0	0	269009360	0	0	
59	269008800	0	0	0	0	269032080	0	0	0	269009360	0	0	
60	269008800	0	0	0	0	269032160	0	0	0	269009360	0	0	
61	269008800	0	0	0	0	269032240	0	0	0	269009360	0	0	
62	269008800	0	269032320	0	0	269032416	0	0	0	269009360	0	0	
63	269008800	0	0	0	0	269033648	0	0	0	269033344	0	0	
64	269046864	0	269014032	0	269012464	269028176	269028192	0	0	269009360	269033504	33280	
65	269008800	0	269014032	0	0	269028176	269028192	0	0	269009360	0	0	
66	269008800	0	0	0	0	269028816	0	0	0	269033344	0	0	
67	269008800	0	269028784	0	0	269060112	0	0	0	269009552	0	128	
68	269047968	0	269014032	0	0	269043952	269016736	269018384	270935344	269008848	269033392	144	
