TAG_BATTLE_HOWLER_OF_GRUUMSH	TAG_PRESTIGE_CLASSES			Battle Howler of Gruumsh	Gruumsh One Eye bestowed on his chosen people many great gifts: strength, fortitude, courage, and boundless hunger for conquest. What he didn't grant were good singing ability or sparkling wit. Despite this, the bardic tradition is alive and well in orc culture, albeit in crude form.Battle howlers of Gruumsh give mortal voice to their god's fury. At the forefront of every conflict, a battle howler's hoarse war cries incite his allies to incredible heights of fury and fortifies their courage. The most accomplished battle howlers can even channel Gruumsh's throbbing heartbeat, a sound that terrifies even the bravest opponents.Most battle howlers of Gruumsh are half-orcs. Even so, the path of the hard is a difficult one, and few orcs or half-orcs remain bards for their entire career. Most battle howlers are bard/barbarians, as their abilities complement each other nicely. A rare few also spend time as clerics, their warrior's zeal giving them a true link to the divine.Hit Die: d8Requirements:Alignment: Any chaoticSkills: Knowledge (religion) 2 ranks (omitted), ~Perform~[TAG_Perform] 8 ranksFeats: ~Cleave~[TAG_CLEAVE], ~Power Attack~[TAG_POWER_ATTACK]Deity: Must worship Gruumsh.Base Attack and Base Save Bonuses: see ~table~[TAG_CLASS_FEATURES_BATTLE_HOWLER_OF_GRUUMSH_TABLES]Class Skills: ~Appraise~[TAG_APPRAISE], Balance, Climb, ~Concentration~[TAG_CONCENTRATION], Craft, Handle Animal, ~Intimidate~[TAG_INTIMIDATE], Jump, Knowledge (all skills, taken individually), ~Listen~[TAG_LISTEN], ~Perform~[TAG_PERFORM], Ride, ~Search~[TAG_SEARCH], ~Sense Motive~[TAG_SENSE_MOTIVE], ~Spellcraft~[TAG_SPELLCRAFT], ~Spot~[TAG_SPOT], ~Survival~[TAG_SURVIVAL], and Swim.Skill Points at Each Level: 4 + Int modifierClass Features:[CMD_CHILDREN]
TAG_CLASS_FEATURES_BATTLE_HOWLER_OF_GRUUMSH_WEAPON_ARMOR_PROF	TAG_BATTLE_HOWLER_OF_GRUUMSH			Weapon and Armor Proficiency	A character becoming a battle howler gains proficiency in all simple and martial weapons and also with all armors (heavy, medium, and light) and with shields (except the tower shield).
TAG_CLASS_FEATURES_BATTLE_HOWLER_OF_GRUUMSH_TABLES	TAG_BATTLE_HOWLER_OF_GRUUMSH			Battle Howler of Gruumsh Base Attack & Base Save Bonuses	Level   ~Base Attack Bonus~[TAG_LEVEL_BONUSES]   ~Fortitude~[TAG_FORTITUDE] ~Save~[TAG_LEVEL_BONUSES]   ~Reflex~[TAG_REFLEX] ~Save~[TAG_LEVEL_BONUSES]   ~Will~[TAG_WILL] ~Save~[TAG_LEVEL_BONUSES]1         @t+1                                          @t+2                  @t+0             @t+02         @t+2                                          @t+3                  @t+0             @t+03         @t+3                                          @t+3                  @t+1             @t+14         @t+4                                          @t+4                  @t+1             @t+15         @t+5                                          @t+5                  @t+1             @t+1
TAG_CLASS_FEATURES_BATTLE_HOWLER_OF_GRUUMSH_SPELLCASTING	TAG_BATTLE_HOWLER_OF_GRUUMSH			Battle Howler of Gruumsh Spellcasting	At each Battle Howler level, the character gains new ~bard~[TAG_BARDS] spells per day (and spells known, if applicable) as if she had also gained a level in the bard class. She does not, however, gain any other benefit of the bard class.
TAG_CLASS_FEATURES_BATTLE_HOWLER_OF_GRUUMSH_BARDIC_MUSIC	TAG_BATTLE_HOWLER_OF_GRUUMSH			Battle Howler of Gruumsh Bardic Music	If the character already has the ~bardic music ability~[TAG_CLASS_FEATURES_BARD_BARDIC_MUSIC], her Battle Howler levels stack with the level of any other classes that grant her that ability for the purpose of determining abilities, duration, and so on.
TAG_CLASS_FEATURES_BATTLE_HOWLER_OF_GRUUMSH_RAGE	TAG_BATTLE_HOWLER_OF_GRUUMSH			Battle Howler of Gruumsh Rage	This ability functions exactly as the ~barbarian~[TAG_CLASS_FEATURES_BARBARIAN_RAGE] ability of the same name. If the Battle Howler already has the rage ability from some other class, the times per day that the rage ability can be used stack.A Battle Howler can rage 1/day beginning at 2nd level and 2/day at 5th level.
TAG_CLASS_FEATURES_BATTLE_HOWLER_OF_GRUUMSH_WAR_CRY	TAG_BATTLE_HOWLER_OF_GRUUMSH			Battle Howler of Gruumsh War Cry	When a Battle Howler uses the ~Inspire Courage~[TAG_CLASS_FEATURES_BARD_INSPIRE_COURAGE] ability of ~bardic music~[TAG_CLASS_FEATURES_BARD_BARDIC_MUSIC], it affects all allies within 60 feet and the ~morale~[TAG_MODIFIER_MORALE] bonuses it provides are increased by +1.
TAG_CLASS_FEATURES_BATTLE_HOWLER_OF_GRUUMSH_WAR_CRY	TAG_BATTLE_HOWLER_OF_GRUUMSH			Battle Howler of Gruumsh Howling Rage	At 4th level, a Battle Howler can use the ~Bardic Music~[TAG_CLASS_FEATURES_BARD_BARDIC_MUSIC] abilities ~Inspire Courage~[TAG_CLASS_FEATURES_BARD_INSPIRE_COURAGE], ~Inspire Greatness~[TAG_CLASS_FEATURES_BARD_INSPIRE_GREATNESS], and Inspire Heroics while ~raging~[TAG_CLASS_FEATURES_BARBARIAN_RAGE], provided she has access to them.
TAG_DRAGON_DISCIPLE	TAG_PRESTIGE_CLASSES			Dragon Disciple	The blood of dragons runs through the veins of many races. For some, this heritage manifests as a sorcerous bloodline and a predilection for magic. But a few embrace the dreams, recognizing their allure as a promise. These become dragon disciples, who use their magical power as a catalyst to ignite their dragon blood, realizing its fullest potential.Most Dragon Disciples are barbarian, fighters, or rangers who have dabbed as bards or sorcerers. Occasionally, a serious spellcaster explores the path to further a goal of finding out more about his draconic heritage.Hit Die: d12Requirements:To qualify to become a Dragon Disciple, a character must fulfill all the following criteria.  Race: Any non dragon (cannot be already a half-dragon).   Skills: Knowledge(Arcana) 8 ranks (not implemented).   Languages: Draconic (not implemented).   Spellcasting: Ability to cast arcane spells without preparation. Special: The player chooses a dragon variety when taking the first level in this prestige class. Base Attack and Base Save Bonuses: see ~table~[TAG_CLASS_FEATURES_DRAGON_DISCIPLES_TABLES]Class Skills: ~Concentration(Con)~[TAG_CONCENTRATION], Craft(Int), ~Diplomacy(Cha)~[TAG_DIPLOMACY], Escape Artist(Dex), ~Gather Information(Cha)~[TAG_GATHER_INFORMATION], Knowledge(all skills), ~Listen(Wis)~[TAG_LISTEN], Profession(Wis), ~Search(Int)~[TAG_SEARCH], Speak Language(None), ~Spellcraft(Int)~[TAG_SPELLCRAFT], and ~Spot(Wis)~[TAG_SPOT].Skill Points at Each Level: 2 + Int modifierClass Features:[CMD_CHILDREN]
TAG_CLASS_FEATURES_DRAGON_DISCIPLES_TABLES	TAG_DRAGON_DISCIPLE			Dragon Disciple Base Attack & Base Save Bonuses	Level   ~BAB~[TAG_LEVEL_BONUSES]   ~Fort.~[TAG_FORTITUDE]   ~Reflex~[TAG_REFLEX]   ~Will~[TAG_WILL]  1         +0      +2        +0        +2  2         +1      +3        +0        +3  3         +2      +3        +1        +3  4         +3      +4        +1        +4  5         +3      +4        +1        +4  6         +4      +5        +2        +5  7         +5      +5        +2        +5  8         +6      +6        +2        +6  9         +6      +6        +3        +6 10         +7      +7        +3        +7
TAG_CLASS_FEATURES_DRAGON_DISCIPLES_SPELLS_PER_DAY	TAG_DRAGON_DISCIPLE			Dragon Disciple Bonus Spells	Dragon disciples gain bonus spells as they gain levels in this prestige class, as if from having a high ability score at level 1, 2, 4, 5, 6, 8 and 9. A bonus spell can be added to any level of spells the disciple already has the ability to cast.If a character has more than one spellcasting class, he must decide to which class he adds each bonus spell as it is gained. Once a bonus spell has been applied, it cannot be shifted.
TAG_CLASS_FEATURES_DRAGON_DISCIPLES_GRANTED_PROFICIENCIES	TAG_DRAGON_DISCIPLE			Dragon Disciple Weapon and Armor Proficiency	Dragon Disciples gain no weapon or armor proficiencies.
TAG_CLASS_FEATURES_DRAGON_DISCIPLES_HERITAGE	TAG_DRAGON_DISCIPLE			Dragon Disciple Heritage	The player chooses a ~Draconic Heritage~[TAG_DRACONIC_HERITAGE] when taking the first level in this prestige class. This determines the kind of ~Breath Weapon~[TAG_CLASS_FEATURES_DRAGON_DISCIPLES_BREATH_WEAPON] and ~Element Immunity~[TAG_CLASS_FEATURES_DRAGON_DISCIPLES_DRAGON_APOTHEOSIS] the Disciple will get as he progresses in levels.
TAG_CLASS_FEATURES_DRAGON_DISCIPLES_NATURAL_ARMOR_INCREASE	TAG_DRAGON_DISCIPLE			Dragon Disciple Natural Armor Increase	A dragon disciple gains an increase to the character's existing natural armor (if any). At 1st level +1, at 4th level +2, and at 7th level +3. As his skin thickens, a dragon disciple takes on more and more of his progenitor's physical aspect.
TAG_CLASS_FEATURES_DRAGON_DISCIPLES_ABILITY_BOOST	TAG_DRAGON_DISCIPLE			Dragon Disciple Ability Boost	As a dragon disciple gains levels in this prestige class, his ability scores increase.Strength +2 on Level 2 and 4.Constitution +2 on Level 6.Intelligence +2 on Level 8.These increases stack and are gained as if through level advancement.
